"Invoice_Date","Due_Date","Account_Name","Reference","Invoice_No","Amount","Amount_Paid","Balance","Accrued","Accrued_From_Date","Accrued_To_Date","Authorised_Status"
"31/07/2018","31/07/18","911 Security Services LLC","JULY 2018 - Cleaning Service","4024","8190.00","8190.00","","YES","01/07/18","31/07/18","NO"
"31/07/2018","31/07/18","Stalwart Solutions LLC","Pest Control - 6th Service","SS/9494","332.50","332.50","","NO","31/07/18","31/07/18","NO"
"31/07/2018","31/07/18","Blue Diamond FM Services LLC","JULY-18 -MEP AND MINOR CIVIL MAINTENANCE","BDFM-2206/07","1163.75","1163.75","","YES","01/07/18","31/07/18","NO"
"31/07/2018","31/07/18","Mashreq gold","Inv: Jul 2018 Bank Charge","Jul 2018 Bank Charge","126.00","126.00","","NO","31/07/18","31/07/18","NO"
"31/07/2018","31/07/18","Federal Tax Authority","VAT PAYABLE TO FTA 01.05.2018 - 31.07.2018","VAT 2 2018","10754.92","10754.92","","NO","31/07/18","31/07/18","NO"
"06/08/2018","06/08/18","Crowe Horwath","Aug 2018 - Independent Signatory Service","IHO001421","1197.00","1197.00","","YES","01/08/18","31/08/18","NO"
"09/08/2018","09/08/18","Imdaad LLC","JUN 2018 - Waste Management service","1024107","220.50","220.50","","YES","01/06/18","30/06/18","NO"
"09/08/2018","08/09/18","Imdaad LLC","JULY 2018 - Waste Management service","1025596","189.00","189.00","","YES","01/07/18","31/07/18","NO"
"30/08/2018","30/08/18","Mashreq gold","Inv: Aug 2018 Bank Charge","Aug 2018 Bank Charge","153.30","153.30","","NO","30/08/18","30/08/18","NO"
"31/08/2018","30/09/18","Kaizen Owner Association Management Services","AUG 2018 - OA Management Service","670","5354.17","5354.17","","YES","01/08/18","31/08/18","NO"
"31/08/2018","31/08/18","DEWA","DEWA Account No: 2026667420","18-Aug","15244.57","15244.57","","YES","01/08/18","31/08/18","NO"
"31/08/2018","15/10/18","Blue Diamond FM Services LLC","AUG-18 - MEP/MINOR CIVIL","BDFM-2311/08","1163.75","1163.75","","YES","01/08/18","31/08/18","NO"
"31/08/2018","31/08/18","Al Tawafuq","AUG 2018 - Cleaning Service","453","2835.00","2835.00","","YES","01/08/18","31/08/18","NO"
"31/08/2018","31/08/18","911 Security Services LLC","AUG 2018 - Security Service","4094","8190.00","8190.00","","YES","01/08/18","31/08/18","NO"
"01/09/2018","01/09/18","Mystrata Middle East FZ-LLC","Mystrata Lisence Fee -  14/8/18-13/11/18","102258","1582.88","1582.88","","YES","14/08/18","13/11/18","NO"
"02/09/2018","02/09/18","Spaceway Satellite Systems LLC","AMC Smart TV 4th Q Aug 18-Oct 18","1106","472.50","472.50","","YES","01/08/18","31/10/18","NO"
"11/09/2018","11/09/18","Crowe Horwath","Sep 2018 - Independent Signatory Service","IHO001606","1197.00","1197.00","","YES","01/09/18","30/09/18","NO"
"20/09/2018","20/09/18","Culligan International Emirates LLC","Tank Cleaning - 1/3/18 - 31/8/18","18204822","2457.00","2457.00","","YES","01/03/18","31/08/18","NO"
"29/09/2018","29/09/18","Mashreq gold","Inv: Sept2018 Bank Charge","Sept2018 Bank Charge","52.50","52.50","","NO","29/09/18","29/09/18","NO"
"30/09/2018","30/10/18","Kaizen Owner Association Management Services","OA Management Fee Sep 2018","0709","5354.17","5354.17","","YES","01/09/18","30/09/18","NO"
"30/09/2018","15/11/18","Blue Diamond FM Services LLC","SEP-18-MEP/MINOR CIVIL","IN-BDFM/2018/0585","1163.75","1163.75","","YES","01/09/18","30/09/18","NO"
"30/09/2018","30/09/18","Al Tawafuq","SEP 2018 - Cleaning Service","464","2835.00","2835.00","","YES","01/09/18","30/09/18","NO"
"30/09/2018","30/09/18","911 Security Services LLC","SEP 2018 - Security Service","4166","8190.00","8190.00","","YES","01/09/18","30/09/18","NO"
"30/09/2018","30/09/18","DEWA","DEWA Account No: 2026667420","18-Sep","16965.28","16965.28","","YES","01/09/18","30/09/18","NO"
"09/10/2018","09/10/18","Crowe Horwath","Oct 2018 - Independent Signatory Service","IHO001757","1197.00","1197.00","","YES","01/10/18","31/10/18","NO"
"16/10/2018","15/11/18","Imdaad LLC","MAY 2018- Waste Management Service","1033796","204.75","","204.75","YES","01/05/18","31/05/18","NO"
"30/10/2018","30/11/18","Kaizen Owner Association Management Services","OA Management Fee Oct 2018","INV-0748","5354.17","5354.17","","YES","01/10/18","31/10/18","NO"
"30/10/2018","30/10/18","Mashreq gold","Inv: Oct 2018 Bank Charge","Oct 2018 Bank Charge","190.05","190.05","","NO","30/10/18","30/10/18","NO"
"31/10/2018","30/11/18","Blue Diamond FM Services LLC","Oct-18 - MEP/CLEANING SERVICES","BDFM-2018/666","1163.75","1163.75","","YES","01/10/18","31/10/18","NO"
"31/10/2018","31/10/18","Al Tawafuq","Oct 2018 - Cleaning Service","475","2835.00","2835.00","","YES","01/10/18","31/10/18","NO"
"31/10/2018","31/10/18","911 Security Services LLC","OCT 2018 - Security Service","4239","8190.00","8190.00","","YES","01/10/18","31/10/18","NO"
"31/10/2018","31/10/18","DEWA","DEWA Account No: 2026667420","18-Oct","14460.01","14460.01","","YES","01/10/18","31/10/18","NO"
"31/10/2018","31/10/18","Federal Tax Authority","VAT PAYABLE TO FTA 01.08.2018 - 31.10.2018","VAT 3 2018","4408.21","4408.21","","NO","31/10/18","31/10/18","NO"
"01/11/2018","30/11/18","Imdaad LLC","AUG 2018 - Waste Management service","1034651","204.75","204.75","","YES","01/08/18","31/08/18","NO"
"01/11/2018","30/11/18","Imdaad LLC","SEPT 2018 - Waste Management service","1034642","189.00","189.00","","YES","01/09/18","30/09/18","NO"
"01/11/2018","27/11/18","Alnahrain Security & Safety","50% final payment against AMC of fire protection","AMC/000407","3675.00","","3675.00","YES","01/05/18","30/04/19","NO"
"01/11/2018","29/11/18","Stalwart Solutions LLC","Annual maintenance for pest control services","SS/9739","332.50","332.50","","NO","01/11/18","01/11/18","NO"
"01/11/2018","30/11/18","KONE MIDDLE EAST LLC","Lift Maintenance 01.07.2018 - 30.09.2018","25580904","3255.00","3255.00","","NO","01/11/18","01/11/18","NO"
"01/11/2018","01/11/18","Vision Safety Consultants","1st Inspection of Elevator","VSCINV-00499","367.50","367.50","","NO","01/11/18","01/11/18","NO"
"01/11/2018","01/11/18","SPA AUDITING","VAT FIling 01/5/18 - 31/7/18","TR-207","630.00","630.00","","YES","01/05/18","31/07/18","NO"
"01/11/2018","01/11/18","Sky Star Satellite Fixing","1st Quarter AMC fort CCTV System15.08.18- 14.11.18","SS2043/09/18","840.00","840.00","","YES","01/09/18","30/09/18","NO"
"01/11/2018","01/11/18","Mystrata Middle East FZ-LLC","License fee 14/2/2018 - 13/5/2018","100822","1758.75","1758.75","","YES","14/02/18","13/05/18","NO"
"01/11/2018","01/11/18","Mystrata Middle East FZ-LLC","License Fee 14/11/2018- 13/02/2019","103799","1407.00","1407.00","","YES","14/11/18","13/02/19","NO"
"01/11/2018","01/11/18","Mystrata Middle East FZ-LLC","INV 101702 REPLACED WITH 101718","CN101702","-1758.75","-1758.75","","YES","14/05/18","13/08/18","NO"
"01/11/2018","01/11/18","Mystrata Middle East FZ-LLC","License Fee 15/6/18-13/8/18","101718","1055.25","1055.25","","YES","15/06/18","13/08/18","NO"
"06/11/2018","06/12/18","Imdaad LLC","OCT 2018 - Waste Management Service","1037078","189.00","189.00","","YES","01/10/18","31/10/18","NO"
"11/11/2018","11/11/18","Sky Star Satellite Fixing","2nd Quarter AMC for CCTV System 15.11.18-14.02.19","SS2112/11/18","840.00","840.00","","YES","15/11/18","14/02/19","NO"
"13/11/2018","13/11/18","Crowe Horwath","Nov 2018 - Independent Signatory Service","IHO001897","1197.00","1197.00","","YES","01/11/18","30/11/18","NO"
"29/11/2018","29/11/18","Mashreq gold","Inv: Nov 2018 Bank Charge","Nov 2018 Bank Charge","310.80","310.80","","NO","29/11/18","29/11/18","NO"
"30/11/2018","30/12/18","Kaizen Owner Association Management Services","OA Management Fee Nov 2018","INV-0790","5354.17","5354.17","","YES","01/11/18","30/11/18","NO"
"30/11/2018","30/11/18","DEWA","DEWA Account No: 2026667420","18-Nov","10949.46","10949.46","","YES","01/11/18","30/11/18","NO"
"30/11/2018","29/12/18","Stalwart Solutions LLC","Payment for 2nd Service","SS/9976","332.50","332.50","","NO","30/11/18","30/11/18","NO"
"30/11/2018","30/11/18","911 Security Services LLC","NOV 2018 - Security Service","4313","6279.00","6279.00","","YES","01/11/18","30/11/18","NO"
"01/12/2018","01/12/18","Imdaad LLC","MAR 2018- Waste Management Service","727263","189.00","","189.00","YES","01/03/18","31/03/18","NO"
"13/12/2018","13/12/18","Crowe Horwath","Dec 2018 - Independent Signatory Service","IHO002017","1197.00","1197.00","","YES","01/12/18","31/12/18","NO"
"19/12/2018","19/12/18","Stalwart Solutions LLC","AMC for Water Tank Cleaning 01.09.2018-28.02.2019","10101","2457.00","2457.00","","YES","01/09/18","28/02/19","NO"
"24/12/2018","23/01/19","Imdaad LLC","NOV 2018- Waste Management Service","1041796","173.25","173.25","","YES","24/12/18","23/01/19","NO"
"30/12/2018","30/01/19","Kaizen Owner Association Management Services","OA Management Fee Dec 2018","833","5354.17","5354.17","","YES","01/12/18","31/12/18","NO"
"30/12/2018","29/01/19","KONE MIDDLE EAST LLC","Lift Maintenance 01.10.2018 - 31.12.2018","25584953","3255.00","3255.00","","YES","01/10/18","31/12/18","NO"
"31/12/2018","31/12/18","Mashreq gold","Inv: Dec 2018 Bank Charge","Dec 2018 Bank Charge","232.05","232.05","","NO","31/12/18","31/12/18","NO"
"31/12/2018","31/12/18","DEWA","DEWA Account No: 2026667420","Dec 2018","12492.36","12492.36","","YES","01/12/18","31/12/18","NO"
"31/12/2018","31/12/18","Liwan Master Community","Provision for 2018 Master Community Charge","MC 2018 PROVISION","159418.38","","159418.38","NO","31/12/18","31/12/18","NO"
"31/12/2018","31/12/18","MERALI'S CHARTERED ACCOUNTANTS","Provision for Audit Fee - 2018","R053 AUDIT PROV","4000.00","4000.00","","NO","01/01/18","01/01/18","NO"
"31/12/2018","31/12/18","SPA AUDITING","Provision for 2017 Audit fee","PROV AUDIT 17","3750.00","3750.00","","NO","31/12/18","31/12/18","NO"
"13/01/2019","13/01/19","Alnahrain Security & Safety","Cr Note for period 01.02.2019 to 30.04.2019","000033","-1807.04","","-1807.04","YES","01/02/19","30/04/19","NO"
"14/01/2019","13/02/19","Imdaad LLC","DEC 2018- Waste Management Service","1044977","220.50","","220.50","YES","01/12/18","31/12/18","NO"
"17/01/2019","03/03/19","Vision Safety Consultants","2nd Inspection of Elevator","VSCINV-01149","367.50","367.50","","NO","03/03/19","03/03/19","NO"
"22/01/2019","22/02/19","Crowe Mak","Jan 2019 - Independent Signatory Service","IHO000105","1197.00","1197.00","","YES","01/01/19","31/01/19","NO"
"30/01/2019","28/02/19","Kaizen Owner Association Management Services","OA Management Fee Jan 2019","867","5354.17","5354.17","","YES","01/01/19","31/01/19","NO"
"31/01/2019","15/02/19","Blue Diamond FM Services LLC","AC Outdoor Fan Motor-3rd floor","IN-BDFM/2019/0051","498.75","498.75","","YES","01/01/19","31/01/19","NO"
"31/01/2019","31/01/19","Stalwart Solutions LLC","AMC for Pest Control Services","SS/10228","332.50","332.50","","NO","31/01/19","31/01/19","NO"
"31/01/2019","31/01/19","DEWA","DEWA Account No: 2026667420","Jan-19","6512.91","","6512.91","YES","01/01/19","31/01/19","NO"
"31/01/2019","31/01/19","Mashreq gold","Inv: Jan 2019 Bank Charge","Jan 2019 Bank Charge","273.00","273.00","","NO","31/01/19","31/01/19","NO"
"11/02/2019","13/03/19","Imdaad LLC","JAN 2019- Waste Management Service","1049823","189.00","","189.00","YES","01/01/19","31/01/19","NO"
"23/02/2019","23/02/19","Crowe Mak","Feb 2019 - Independent Signatory Service","IHO000250","1197.00","1197.00","","YES","01/02/19","28/02/19","NO"
"23/02/2019","25/03/19","Imdaad LLC","APR 2018- Waste Management Service","1050584","204.75","","204.75","YES","01/04/18","30/04/18","NO"
"28/02/2019","30/03/19","Kaizen Owner Association Management Services","OA Management Fee Feb 2019","922","5354.17","5354.17","","YES","01/02/19","28/02/19","NO"
"28/02/2019","28/02/19","Mashreq gold","Inv: Feb 2019 Bank Charge","Feb 2019 Bank Charge","163.80","163.80","","NO","28/02/19","28/02/19","NO"
"28/02/2019","28/02/19","DEWA","DEWA Account No: 2026667420","28-Feb","5014.66","","5014.66","YES","01/02/19","28/02/19","NO"
"28/02/2019","28/02/19","Al Nabooda Chulia Facilities Management LLC","AMC for MEP , Cleaning and Securty for Jan 2019","1434","12455.28","12455.28","","YES","01/01/19","31/01/19","NO"
"28/02/2019","28/02/19","Al Nabooda Chulia Facilities Management LLC","AMC for MEP , Cleaning and Securty for Feb 2019","1530","12455.28","12455.28","","NO","28/02/19","28/02/19","NO"
"01/03/2019","16/03/19","Mystrata Middle East FZ-LLC","Mystrata Lisence Fee -  14/02/19-13/05/19","106360","1407.00","1407.00","","YES","14/02/19","13/05/19","NO"
"01/03/2019","01/03/19","Imdaad LLC","FEB 2019- Waste Management Service","1053510","189.00","","189.00","YES","01/02/19","28/02/19","NO"
"07/03/2019","07/03/19","Better Advertising LLC","Acrylic Sign","358","892.50","892.50","","NO","07/03/19","07/03/19","NO"
"09/03/2019","09/03/19","Crowe Mak","Mar 2019 - Independent Signatory Service","IHO000369","1197.00","1197.00","","YES","01/03/19","31/03/19","NO"
"10/03/2019","10/03/19","Sky Star Satellite Fixing","3rd Quarter AMC for CCTV System 15/2/19- 14/4/19","SS2274/03/19","840.00","840.00","","YES","15/02/19","14/04/19","NO"
"16/03/2019","16/03/19","SPA AUDITING","Audit Fee for the year ended 31st Dec 2017","TR-416","3937.50","3937.50","","NO","25/03/19","25/03/19","NO"
"16/03/2019","16/03/19","SPA AUDITING","Reversal of audit fee prov 2017","REVERSE PROV","-3750.00","-3750.00","","NO","16/03/19","16/03/19","NO"
"17/03/2019","17/03/19","Gargash Insurance","Property All Risk - 23.02.2019 - 22.02.2020","DN1/28448/2019","8682.60","8682.60","","YES","23/02/19","22/02/20","NO"
"17/03/2019","17/03/19","Gargash Insurance","Public Liability - 23.02.2019 - 22.02.2020","DN1/28450/2019","2638.13","2638.13","","YES","23/02/19","22/02/20","NO"
"27/03/2019","27/03/19","Al Nabooda Chulia Facilities Management LLC","Nov 2018 - Cleaning/Security/MEP","1589","4442.66","4442.66","","YES","01/11/18","30/11/18","NO"
"30/03/2019","29/04/19","KONE MIDDLE EAST LLC","Lift Maintenance 1/1/19 - 31/3/19","25589813","3255.00","3255.00","","YES","01/01/19","31/03/19","NO"
"31/03/2019","30/04/19","Kaizen Owner Association Management Services","OA Management Fee MAR 2019","968","5354.17","5354.17","","YES","01/03/19","31/03/19","NO"
"31/03/2019","31/03/19","Al Nabooda Chulia Facilities Management LLC","Dec 2018 - Cleaning/Security/MEP","1599","12455.28","12455.28","","YES","01/12/18","31/12/18","NO"
"31/03/2019","31/03/19","Mashreq gold","Inv: Mar 2019 Bank Charge","Mar 2019 Bank Charge","163.80","163.80","","NO","31/03/19","31/03/19","NO"
"31/03/2019","31/03/19","Stalwart Solutions LLC","4th Service-AMC for Pest Control Services","SS/10495","332.50","332.50","","NO","31/03/19","31/03/19","NO"
"31/03/2019","31/03/19","DEWA","DEWA Account No: 2026667420","19-Mar","5304.45","5304.45","","YES","01/03/19","31/03/19","NO"
"31/03/2019","31/03/19","Al Nabooda Chulia Facilities Management LLC","Mar 2019- Cleaning/Security/MEP","1661","12336.27","12336.27","","YES","01/03/19","30/03/19","NO"
"03/04/2019","03/04/19","Crowe Mak","Apr 2019 - Independent Signatory Service","IHO000544","1197.00","1197.00","","YES","01/04/19","30/04/19","NO"
"22/04/2019","06/06/19","Integrated Electronics Systems LLC","AMC Fire Protection -1/1/19 - 31/3/19","700239","3531.94","3531.94","","YES","01/01/19","31/03/19","NO"
"24/04/2019","24/05/19","Imdaad LLC","MAR 2019- Waste Management Service","1058129","189.00","","189.00","YES","01/03/19","31/03/19","NO"
"30/04/2019","30/05/19","Kaizen Owner Association Management Services","OA Management Fee APR 2019","1003","5354.17","5354.17","","YES","01/04/19","30/04/19","NO"
"30/04/2019","30/04/19","Kaizen Owner Association Management Services","Direct Alarm - Annual Fee 2019","10414001DCD","52.50","","52.50","YES","01/01/19","31/12/19","NO"
"30/04/2019","30/04/19","Dubai Civil Defence","Direct Alarm - Annual fee 2019","10414001-2019","2541.00","2541.00","","YES","01/01/19","31/12/19","NO"
"30/04/2019","30/04/19","DEWA","DEWA Account No: 2026667420","Apr-19","9090.26","9090.26","","YES","01/04/19","30/04/19","NO"
"30/04/2019","30/04/19","Mashreq gold","Inv: Apr 2019 bank charge","Apr 2019 bank charge","258.30","258.30","","NO","30/04/19","30/04/19","NO"
"01/05/2019","01/05/19","Sky Star Satellite Fixing","Audit Inspection of CCTV Act 12-2016","SS2309/03/19","1260.00","1260.00","","NO","01/05/19","01/05/19","NO"
"01/05/2019","01/05/19","Al Nabooda Chulia Facilities Management LLC","April-2019-AMC for Mep,Cleaning,Security Services","1786","12336.27","12336.27","","YES","01/04/19","30/04/19","NO"
"09/05/2019","09/05/19","Crowe Mak","May 2019 - Independent Signatory Service","IHO000718","1197.00","1197.00","","YES","01/05/19","31/05/19","NO"
"11/05/2019","11/05/19","Fast Green Landscaping LLC","Supply and Mixing of Organic Fertilizer, Agricultu","INV0102/519/C00T","3150.00","3150.00","","NO","11/05/19","11/05/19","NO"
"12/05/2019","12/05/19","Imdaad LLC","APR 2019- Waste Management Service","1061261","173.25","","173.25","YES","01/04/19","30/04/19","NO"
"15/05/2019","15/05/19","Mystrata Middle East FZ-LLC","Mystrata License Fee - 14/05/2019-13/08/2019","INV-106941","1407.00","1407.00","","YES","14/05/19","13/08/19","NO"
"23/05/2019","07/07/19","Integrated Electronics Systems LLC","AMC Fire Protection -1/4/19 - 30/6/2019","700326","3531.94","3531.94","","YES","01/04/19","30/06/19","NO"
"28/05/2019","28/05/19","Sky Star Satellite Fixing","Installation of access control system + 300 cards","SS2398/05/19","4935.00","4935.00","","NO","28/05/19","28/05/19","NO"
"30/05/2019","30/05/19","Kaizen Owner Association Management Services","OA Management Fee MAY 2019","1065","5354.17","5354.17","","YES","01/05/19","30/05/19","NO"
"30/05/2019","16/07/19","Al Nabooda Chulia Facilities Management LLC","May-2019-Mep/Cleaning/Security","1882","12336.27","12336.27","","YES","01/05/19","30/05/19","NO"
"31/05/2019","31/05/19","Mashreq gold","Inv: MAY 2019 BANK CHARGE","MAY 2019 BANK CHARGE","292.95","292.95","","NO","31/05/19","31/05/19","NO"
"31/05/2019","31/05/19","DEWA","DEWA Account No: 2026667420","May-19","9434.73","9434.73","","YES","01/05/19","31/05/19","NO"
"01/06/2019","01/06/19","Stalwart Solutions LLC","Pest Control - 5th Service","SS/10776","332.50","332.50","","YES","01/05/19","31/05/19","NO"
"16/06/2019","16/06/19","Crowe Mak","Jun 2019 - Independent Signatory Service","IHO000866","1197.00","1197.00","","YES","01/06/19","30/06/19","NO"
"20/06/2019","20/07/19","Imdaad LLC","May-2019-Waste Management Service","1065934","173.25","173.25","","YES","01/05/19","30/05/19","NO"
"23/06/2019","23/06/19","Sky Star Satellite Fixing","AMC-Intercom & CCTV System-15.4.19-14.7.19","SS2446/06/19","840.00","840.00","","NO","23/06/19","23/06/19","NO"
"28/06/2019","28/07/19","KONE MIDDLE EAST LLC","Lift Maintenance-1/4/19-30/6/19","25594069","3255.00","3255.00","","NO","28/06/19","28/06/19","NO"
"30/06/2019","30/06/19","Kaizen Owner Association Management Services","OA Management Fee JUN 2019","1104","5354.17","5354.17","","YES","01/06/19","30/06/19","NO"
"30/06/2019","30/06/19","DEWA","2026927120","Jun 2019","16121.81","","16121.81","YES","01/06/19","30/06/19","NO"
"30/06/2019","30/06/19","Mashreq gold","Inv: Jun 2019 Bank Charge","Jun 2019 Bank Charge","81.90","81.90","","NO","30/06/19","30/06/19","NO"
"30/06/2019","16/07/19","Al Nabooda Chulia Facilities Management LLC","Jun 2019-Mep/Cleaning/Security","1991","12336.27","12336.27","","YES","01/06/19","30/06/19","NO"
"30/06/2019","30/06/19","Blue Diamond FM Services LLC","Supply&Installation of thermostat protection cover","IN-BDFM/2019/0400","425.25","425.25","","NO","30/06/19","30/06/19","NO"
"30/06/2019","30/06/19","Imdaad LLC","Jun-2019-Waste Management Services","1069397","189.00","","189.00","YES","01/06/19","30/06/19","NO"
"16/07/2019","16/07/19","Stalwart Solutions LLC","AMC for Water Tank Cleaning","SS/10965","2457.00","2457.00","","YES","01/03/19","31/08/19","NO"
"18/07/2019","18/07/19","Al Nabooda Chulia Facilities Management LLC","July-2019-AMC for Mep,Cleaning,Security Services","2115","5756.92","5756.92","","YES","01/07/19","14/07/19","NO"
"31/07/2019","31/07/19","Kaizen Owner Association Management Services","OA Management Fee JUL 2019","1213","5354.17","5354.17","","YES","01/07/19","31/07/19","NO"
"31/07/2019","31/07/19","DEWA","2026667420","JULY-2019","14710.74","14710.74","","YES","01/07/19","31/07/19","NO"
"31/07/2019","31/07/19","Mashreq gold","Inv: JUL 2019 BANK CHARGE","JUL 2019 BANK CHARGE","184.80","184.80","","NO","31/07/19","31/07/19","NO"
"31/07/2019","30/08/19","Stalwart Solutions LLC","AMC for Pest Control Services","SS/11073","332.50","332.50","","NO","31/07/19","31/07/19","NO"
"31/07/2019","31/07/19","Federal Tax Authority","FTA Payment","None","1649.92","1649.92","","NO","31/07/19","31/07/19","NO"
"01/08/2019","01/08/19","Hassan Ramadan Technical Works LLC","JULY-19 CLEANING SERVICE","IN-000033","1417.50","1417.50","","YES","15/07/19","31/07/19","NO"
"01/08/2019","01/08/19","Crowe Mak","JULY 2019-Independent Signatory Service","IHO000991","1197.00","1197.00","","YES","01/07/19","31/07/19","NO"
"01/08/2019","01/08/19","IFA Property Guard & Surveillance Services","SECURITY SERVICES- JUL 2019","IPGS-000410","4304.29","4304.29","","YES","01/07/19","31/07/19","NO"
"07/08/2019","07/08/19","SPA AUDITING","2017 MOE Attestation Refund","009/2019","-262.50","","-262.50","NO","07/08/19","07/08/19","NO"
"07/08/2019","06/09/19","Imdaad LLC","July-2019-Waste Management Service","1073625","173.25","","173.25","YES","01/07/19","31/07/19","NO"
"15/08/2019","15/08/19","Sky Star Satellite Fixing","AMC-Intercom & CCTV System-15/07/2019-14/10/2019","SS2502/08/19","840.00","840.00","","YES","15/07/19","14/10/19","NO"
"25/08/2019","25/08/19","Kaizen Owner Association Management Services","OA Management Fee AUG 2019","1269","5354.17","5354.17","","YES","01/08/19","31/08/19","NO"
"25/08/2019","25/08/19","MERALI'S CHARTERED ACCOUNTANTS","SERVICE CHARGE AUDIT FYE 2018","9760","4200.00","4200.00","","NO","25/08/19","25/08/19","NO"
"28/08/2019","28/08/19","MERALI'S CHARTERED ACCOUNTANTS","REVERSAL PRO AUDIT FYE 2018","REVERSAL PRO AUDIT","-4000.00","-4000.00","","NO","28/08/19","28/08/19","NO"
"29/08/2019","29/08/19","Crowe Mak","August 2019-Independent Signatory Service","IHO001176","1197.00","1197.00","","YES","01/08/19","31/08/19","NO"
"30/08/2019","29/09/19","Mystrata Middle East FZ-LLC","Mystrata License Fees-14/8/19-13/11/19","107674","1477.35","","1477.35","YES","14/08/19","13/11/19","NO"
"31/08/2019","31/08/19","DEWA","2026667420","AUG-2019","15404.91","15404.91","","YES","01/08/19","31/08/19","NO"
"31/08/2019","14/10/19","Blue Diamond FM Services LLC","15 JULY-31 AUGUST-MEP-MINOR CIVIL MAINTENANCE","IN-BDFM/2019/0560","1801.93","1801.93","","YES","15/07/19","31/08/19","NO"
"31/08/2019","31/08/19","IFA Property Guard & Surveillance Services","Security Services- August-2019","IPGS-000458","8339.54","8339.54","","YES","01/08/19","31/08/19","NO"
"01/09/2019","01/09/19","Hassan Ramadan Technical Works LLC","Cleaning Services-August-2019","000040","2835.00","2835.00","","YES","01/08/19","31/08/19","NO"
"01/09/2019","01/09/19","Mashreq gold","Inv: Bank Charges-Aug 19","Bank Charges-Aug 19","109.20","109.20","","NO","01/09/19","01/09/19","NO"
"07/09/2019","07/10/19","Imdaad LLC","August-2019-Waste Management Service","1077013","173.25","","173.25","YES","01/08/19","31/08/19","NO"
"11/09/2019","26/10/19","AL QUDRAH SAFETY & SECURITY SYSTEMS L.L","AMC For Fire Protection 1/7/19-30/9/19","19406","3136.88","3136.88","","YES","01/07/19","30/09/19","NO"
"24/09/2019","24/10/19","Kaizen Owner Association Management Services","OA Management Fee SEP 2019","1332","5354.17","5354.17","","YES","01/09/19","30/09/19","NO"
"25/09/2019","24/10/19","Crowe Mak","September 2019-Independent Signatory Services","IHO001294","1197.00","1197.00","","YES","01/09/19","30/09/19","NO"
"30/09/2019","30/09/19","DEWA","2026667420, ","SEPTEMBER-2019","14223.60","14223.60","","YES","01/09/19","30/09/19","NO"
"30/09/2019","15/11/19","Blue Diamond FM Services LLC","MEP and Minor Civil maintenance service","BDFM/19/0635","1163.75","1163.75","","YES","01/09/19","30/09/19","NO"
"30/09/2019","15/10/19","Blue Diamond FM Services LLC","False ceiling work for Air freshener power supply","BDFM/19/0656","787.50","787.50","","YES","01/09/19","30/09/19","NO"
"30/09/2019","30/09/19","Mashreq gold","Inv: Bank Charges-Sep 19","Bank Charges-Sep 19","300.30","300.30","","NO","30/09/19","30/09/19","NO"
"30/09/2019","30/09/19","IFA Property Guard & Surveillance Services","Security Services-September-2019","PG4747","8339.55","8339.55","","YES","01/09/19","30/09/19","NO"
"30/09/2019","30/10/19","Stalwart Solutions LLC","AMC for Pest Control Services 01.09.19-30.09.19","SS/11288","306.25","306.25","","YES","01/09/19","30/09/19","NO"
"30/09/2019","30/09/19","Fast Green Landscaping LLC","Soil, Fertilizer, Plant","INV0145/919","3062.14","3062.14","","YES","25/05/19","30/09/19","NO"
"01/10/2019","01/10/19","Hassan Ramadan Technical Works LLC","Cleaning Services-September-2019","000065","2835.00","2835.00","","YES","01/09/19","30/09/19","NO"
"07/10/2019","06/11/19","Imdaad LLC","Sept 2019- Waste Management Service","1082202","220.50","","220.50","YES","01/09/19","30/09/19","NO"
"21/10/2019","21/10/19","Crowe Mak","October 2019- Independent Signatory Service","IHO001456","1197.00","1197.00","","YES","01/10/19","31/10/19","NO"
"24/10/2019","30/11/19","Kaizen Owner Association Management Services","OA Management Fee OCT 2019","1424","5354.17","5354.17","","YES","01/10/19","31/10/19","NO"
"31/10/2019","31/10/19","DEWA","DEWA 2026667420","OCT 2019","13196.11","13196.11","","YES","01/10/19","31/10/19","NO"
"31/10/2019","31/10/19","Mashreq gold","Inv: BANK CHARGES OCT 19","BANK CHARGES OCT 19","273.00","273.00","","NO","31/10/19","31/10/19","NO"
"31/10/2019","31/10/19","Stalwart Solutions LLC","AMC for Pest Control for 1.10.2019- 31.10.2019","SS/11444","306.25","306.25","","YES","01/10/19","31/10/19","NO"
"31/10/2019","10/11/19","Blue Diamond FM Services LLC","Inv: BDFM/19/0748","BDFM/19/0748","1163.75","1163.75","","YES","01/10/19","31/10/19","NO"
"31/10/2019","31/10/19","Fast Green Landscaping LLC","Soil, Fertilizer, Plants","INV0163/1019","735.00","735.00","","YES","01/10/19","31/10/19","NO"
"31/10/2019","31/10/19","IFA Property Guard & Surveillance Services","Security Guard- Oct 19","3065638","8339.55","8339.55","","YES","01/10/19","31/10/19","NO"
